Id,SalePrice
1752,119618.59
1753,143046.84
1754,193908.58
1755,163889.02
1756,132089.4
1757,120950.21
1758,144870.34
1759,164339.9
1760,161230.27
1761,136916.75
1762,167557.73
1763,176127.66
1764,112992.7
1765,175290.44
1766,171115.23
1767,213748.86
1768,143959.44
1769,169222.92
1770,145503.42
1771,126705.234
1772,135578.64
1773,132206.6
1774,130966.16
1775,143965.62
1776,121739.445
1777,119053.87
1778,143493.45
1779,118757.5
1780,175981.78
1781,132334.39
1782,96328.72
1783,137502.34
1784,110859.78
1785,122658.75
1786,147213.72
1787,164367.06
1788,47322.5
1789,97860.3
1790,87149.39
1791,182964.45
1792,153791.52
1793,133087.8
1794,146753.45
1795,137640.83
1796,127891.914
1797,105469.625
1798,125962.68
1799,118172.13
1800,134701.34
1801,127079.66
1802,143648.27
1803,148115.02
1804,144042.17
1805,135279.25
1806,113014.94
1807,130547.3
1808,116931.12
1809,117819.8
1810,154129.78
1811,107184.17
1812,110099.9
1813,121089.5
1814,94213.164
1815,57297.723
1816,102465.94
1817,126884.64
1818,147017.86
1819,117188.305
1820,55419.27
1821,117770.5
1822,166441.11
1823,34120.152
1824,144756.17
1825,132632.6
1826,104261.47
1827,101782.44
1828,133276.78
1829,112763.97
1830,145242.34
1831,150684.75
1832,93947.84
1833,141656.28
1834,118712.36
1835,131269.67
1836,129178.44
1837,88779.87
1838,126517.555
1839,86594.445
1840,172562.39
1841,154911.27
1842,81717.04
1843,135496.6
1844,141373.77
1845,136184.83
1846,154700.16
1847,163593.69
1848,50913.86
1849,106864.766
1850,123037.08
1851,153012.94
1852,124785.03
1853,131865.39
1854,174530.64
1855,143314.92
1856,216370.62
1857,158355.17
1858,136666.7
1859,118372.88
1860,150142.47
1861,119285.52
1862,287471.03
1863,281901.6
1864,281901.6
1865,345109.2
1866,323643.6
1867,239574.17
1868,297660.9
1869,203629.08
1870,244504.45
1871,256715.89
1872,174228.83
1873,236988.95
1874,143318.08
1875,199327.7
1876,193873.81
1877,210738.62
1878,206100.03
1879,137211.62
1880,136919.03
1881,238811.8
1882,250649.61
1883,194238.47
1884,208439.02
1885,245292.19
1886,307621.2
1887,210415.42
1888,264508.1
1889,164232.05
1890,129728.76
1891,141331.78
1892,100957.24
1893,130458.695
1894,123465.58
1895,136798.6
1896,125052.78
1897,113432.11
1898,108077.14
1899,162228.98
1900,141948.9
1901,182151.92
1902,144320.38
1903,220338.73
1904,151271.36
1905,186429.28
1906,176936.19
1907,214354.33
1908,117327.8
1909,136586.16
1910,123219.164
1911,209866.02
1912,285032.1
1913,152171.19
1914,56267.168
1915,326060.72
1916,61235.203
1917,259575.17
1918,138380.95
1919,159753.88
1920,140804.98
1921,428501.03
1922,327950.62
1923,208395.78
1924,215561.06
1925,207738.38
1926,379035.75
1927,135895.73
1928,154506.0
1929,126889.09
1930,137876.05
1931,140830.69
1932,139543.83
1933,186098.36
1934,178513.23
1935,176549.12
1936,188099.69
1937,185996.47
1938,176537.45
1939,252898.56
1940,182741.52
1941,178290.86
1942,183468.55
1943,199840.44
1944,353423.03
1945,398464.16
1946,158259.55
1947,335994.94
1948,177603.33
1949,243441.48
1950,182524.78
1951,260601.28
1952,224568.4
1953,161664.31
1954,189243.66
1955,129721.19
1956,294112.03
1957,160860.8
1958,321685.22
1959,134824.72
1960,123300.92
1961,121195.78
1962,98301.375
1963,104437.39
1964,112061.016
1965,148450.6
1966,139290.66
1967,308656.97
1968,451918.88
1969,417118.06
1970,461607.0
1971,456463.34
1972,384556.8
1973,261201.94
1974,321299.03
1975,427853.94
1976,277299.47
1977,348969.7
1978,371911.06
1979,319612.38
1980,191456.75
1981,343103.72
1982,234901.56
1983,209574.28
1984,168973.17
1985,220974.39
1986,224567.94
1987,184278.88
1988,177101.98
1989,189334.6
1990,218429.38
1991,243466.52
1992,213374.64
1993,168160.95
1994,243157.4
1995,178635.5
1996,247419.17
1997,302006.16
1998,335678.03
1999,256149.44
2000,313894.25
2001,267697.84
2002,245048.14
2003,234197.27
2004,261035.94
2005,217006.28
2006,227549.08
2007,244226.98
2008,217315.6
2009,191336.95
2010,185497.44
2011,142173.64
2012,176741.03
2013,181709.27
2014,183690.33
2015,199986.3
2016,195584.66
2017,204048.5
2018,121102.375
2019,133272.22
2020,111287.016
2021,113678.32
2022,183091.98
2023,142782.55
2024,249593.73
2025,381308.16
2026,175130.98
2027,152841.19
2028,149800.33
2029,173699.5
2030,274399.2
2031,250732.8
2032,264036.6
2033,259229.3
2034,163818.11
2035,213369.72
2036,187577.78
2037,201455.39
2038,333435.12
2039,231530.25
2040,343913.25
2041,279679.28
2042,199807.77
2043,174250.11
2044,170473.7
2045,207494.28
2046,133263.03
2047,149232.3
2048,142592.05
2049,131465.25
2050,178298.0
2051,110699.09
2052,131622.75
2053,147299.55
2054,81975.44
2055,163193.39
2056,131278.36
2057,120401.96
2058,240124.12
2059,130713.22
2060,172036.66
2061,178040.94
2062,136228.33
2063,117332.71
2064,141735.62
2065,116489.99
2066,174853.64
2067,112660.125
2068,138965.02
2069,83941.21
2070,110580.86
2071,94548.56
2072,121277.0
2073,141380.11
2074,172830.81
2075,148105.62
2076,118562.484
2077,151537.61
2078,132218.77
2079,132427.66
2080,120649.77
2081,118117.03
2082,131025.4
2083,143291.97
2084,111856.59
2085,124219.5
2086,119820.586
2087,117198.266
2088,100898.15
2089,85911.195
2090,128790.734
2091,128457.336
2092,134734.0
2093,121812.24
2094,128843.59
2095,151765.95
2096,80971.96
2097,96273.734
2098,143975.11
2099,57940.586
2100,93953.35
2101,125358.99
2102,121956.04
2103,103637.24
2104,129585.3
2105,135155.4
2106,59257.824
2107,226235.28
2108,123078.234
2109,117099.516
2110,134578.39
2111,145249.25
2112,141051.36
2113,119847.53
2114,109185.23
2115,158318.42
2116,119867.44
2117,146992.4
2118,119811.57
2119,104949.836
2120,113413.25
2121,87383.414
2122,109101.62
2123,91418.58
2124,164050.0
2125,128245.18
2126,157873.36
2127,153785.4
2128,119842.74
2129,106011.89
2130,144567.17
2131,153027.55
2132,117436.36
2133,119280.44
2134,125910.75
2135,99134.914
2136,71904.4
2137,114248.375
2138,138483.31
2139,155503.0
2140,141019.6
2141,145414.52
2142,131590.38
2143,140987.33
2144,110351.055
2145,136795.6
2146,166709.19
2147,145094.9
2148,140154.86
2149,157456.9
2150,219028.53
2151,116183.14
2152,184739.16
2153,164310.58
2154,107124.055
2155,146573.45
2156,259576.45
2157,228161.89
2158,233415.9
2159,203758.47
2160,166338.33
2161,240739.86
2162,363854.56
2163,338208.53
2164,255198.94
2165,190670.88
2166,146749.1
2167,219710.28
2168,203916.58
2169,191592.0
2170,222473.17
2171,147083.44
2172,133953.34
2173,156283.25
2174,224043.62
2175,307952.84
2176,327608.4
2177,250254.92
2178,206357.38
2179,141249.53
2180,212735.88
2181,191827.45
2182,222911.86
2183,189592.73
2184,131520.86
2185,113411.02
2186,140074.16
2187,150081.17
2188,158275.52
2189,219663.89
2190,83068.4
2191,86712.77
2192,91016.195
2193,97670.83
2194,105157.6
2195,111739.53
2196,109151.44
2197,112990.61
2198,156580.61
2199,169719.1
2200,147882.23
2201,144807.89
2202,199729.4
2203,158394.9
2204,185979.83
2205,116048.32
2206,148155.92
2207,217944.55
2208,243641.0
2209,208398.2
2210,127373.71
2211,118172.46
2212,113987.266
2213,104448.65
2214,146499.5
2215,104163.49
2216,143628.55
2217,65853.14
2218,73137.16
2219,63253.887
2220,65040.133
2221,330749.22
2222,256564.02
2223,288595.4
2224,220728.08
2225,130220.98
2226,189200.92
2227,202223.98
2228,269261.84
2229,243044.42
2230,160951.06
2231,224091.98
2232,178613.25
2233,169236.97
2234,241229.11
2235,228439.11
2236,269345.47
2237,359763.88
2238,204676.77
2239,112597.89
2240,157245.4
2241,159770.3
2242,125565.15
2243,126769.52
2244,98192.86
2245,101746.41
2246,148723.52
2247,103110.55
2248,128543.49
2249,125688.72
2250,135005.83
2251,121289.69
2252,176367.88
2253,157607.84
2254,178987.06
2255,193148.67
2256,187110.95
2257,209905.92
2258,166442.84
2259,177237.45
2260,162344.47
2261,184697.69
2262,216271.52
2263,350608.84
2264,397794.88
2265,183755.7
2266,314020.6
2267,369713.12
2268,390596.8
2269,149500.58
2270,184615.19
2271,221880.25
2272,189852.7
2273,159388.94
2274,175381.81
2275,167058.98
2276,184663.44
2277,192957.67
2278,153326.58
2279,128683.766
2280,125064.625
2281,170414.08
2282,181409.17
2283,101284.13
2284,106077.89
2285,135564.77
2286,126670.23
2287,350650.1
2288,279704.47
2289,388376.34
2290,465992.62
2291,332713.44
2292,434308.34
2293,496429.44
2294,426450.75
2295,441909.53
2296,288647.34
2297,319533.38
2298,330286.4
2299,432338.38
2300,328035.06
2301,283866.03
2302,243425.89
2303,247914.53
2304,233415.55
2305,180653.94
2306,181199.45
2307,189176.5
2308,215601.2
2309,285721.6
2310,213630.06
2311,186250.9
2312,170134.2
2313,173214.9
2314,170532.23
2315,173683.47
2316,203047.98
2317,177265.0
2318,173535.78
2319,175375.2
2320,200050.45
2321,246666.14
2322,174367.38
2323,180456.12
2324,167944.75
2325,200196.48
2326,164023.39
2327,213578.69
2328,228844.7
2329,184805.47
2330,175689.28
2331,355529.47
2332,419952.88
2333,312862.34
2334,261461.62
2335,257825.64
2336,337377.7
2337,212631.97
2338,282004.56
2339,218994.44
2340,394595.84
2341,202179.31
2342,229630.2
2343,227916.61
2344,237851.11
2345,225957.34
2346,213178.11
2347,208216.12
2348,233423.77
2349,176607.28
2350,281945.7
2351,255699.55
2352,248449.86
2353,271405.94
2354,138125.72
2355,153534.25
2356,161102.47
2357,201088.17
2358,194033.94
2359,126112.05
2360,116156.414
2361,139786.2
2362,273176.2
2363,141090.55
2364,160130.45
2365,218019.95
2366,186582.77
2367,220874.67
2368,206581.48
2369,211097.7
2370,172393.28
2371,173820.69
2372,191814.11
2373,279906.28
2374,316017.28
2375,260960.67
2376,285468.38
2377,362477.7
2378,141734.94
2379,201151.5
2380,146414.2
2381,148880.73
2382,199908.98
2383,201163.36
2384,248449.58
2385,160011.53
2386,134838.97
2387,141520.39
2388,109068.23
2389,127347.26
2390,146362.66
2391,143081.92
2392,116459.23
2393,162637.58
2394,144247.7
2395,205825.17
2396,143064.34
2397,218167.52
2398,122496.266
2399,48587.13
2400,55431.945
2401,116550.41
2402,141358.12
2403,127002.52
2404,150039.08
2405,160171.72
2406,140492.4
2407,127367.49
2408,141836.98
2409,125315.766
2410,164911.0
2411,119607.48
2412,147625.69
2413,134913.3
2414,142218.66
2415,125163.56
2416,128494.74
2417,135471.48
2418,125340.83
2419,127843.28
2420,121843.36
2421,145707.22
2422,116102.13
2423,129307.586
2424,150898.47
2425,239990.94
2426,121742.11
2427,143932.88
2428,161448.27
2429,121398.49
2430,132262.34
2431,107316.734
2432,143449.5
2433,148426.2
2434,137393.98
2435,147531.03
2436,113047.77
2437,111359.984
2438,122902.56
2439,109607.6
2440,123780.06
2441,92407.82
2442,99220.52
2443,123106.766
2444,126805.35
2445,82737.44
2446,130250.94
2447,194600.2
2448,143450.3
2449,107574.88
2450,152220.94
2451,125389.625
2452,195297.4
2453,97384.44
2454,130319.95
2455,113897.42
2456,134723.73
2457,127716.08
2458,117929.15
2459,109674.664
2460,142717.23
2461,118387.28
2462,136961.95
2463,130340.15
2464,172264.61
2465,141208.69
2466,114028.85
2467,144031.31
2468,82266.414
2469,73289.13
2470,179533.19
2471,200559.73
2472,157675.17
2473,124404.15
2474,91718.016
2475,232288.77
2476,116274.14
2477,131289.97
2478,151847.78
2479,109101.06
2480,153445.14
2481,124759.016
2482,133898.34
2483,114558.1
2484,126851.9
2485,126961.38
2486,157466.38
2487,182151.62
2488,153340.47
2489,144845.89
2490,157749.03
2491,86635.83
2492,181860.16
2493,146011.19
2494,165336.69
2495,84037.5
2496,236879.03
2497,147045.4
2498,113928.55
2499,96490.21
2500,130452.95
2501,142502.28
2502,147198.28
2503,96856.78
2504,186758.08
2505,225870.8
2506,253129.55
2507,302405.47
2508,254568.9
2509,214427.3
2510,223465.36
2511,176883.55
2512,216623.12
2513,217217.3
2514,257936.23
2515,149659.06
2516,168090.1
2517,141022.38
2518,146431.81
2519,228002.48
2520,210960.38
2521,187749.92
2522,221295.97
2523,126514.83
2524,136068.39
2525,147504.94
2526,133834.73
2527,111496.195
2528,128691.9
2529,136767.16
2530,120680.51
2531,248410.86
2532,228845.36
2533,196990.6
2534,227463.78
2535,315910.47
2536,222203.84
2537,226064.52
2538,181898.16
2539,181149.58
2540,174105.16
2541,181258.17
2542,164774.48
2543,130875.805
2544,128156.91
2545,135425.42
2546,133016.81
2547,136763.19
2548,142273.6
2549,161078.89
2550,215116.34
2551,142542.83
2552,124659.76
2553,73362.72
2554,108951.73
2555,118209.86
2556,98764.805
2557,105818.53
2558,173463.45
2559,137719.38
2560,140734.5
2561,138885.2
2562,137527.12
2563,157663.45
2564,186058.72
2565,148543.53
2566,157513.67
2567,131880.88
2568,190824.08
2569,204405.61
2570,121580.37
2571,184315.66
2572,165681.88
2573,207034.42
2574,272413.72
2575,129390.45
2576,126425.5
2577,158594.53
2578,87342.164
2579,66815.65
2580,129663.2
2581,119067.4
2582,109663.41
2583,268887.97
2584,158850.38
2585,199526.75
2586,211699.08
2587,193376.25
2588,158148.2
2589,152087.52
2590,216352.3
2591,214032.89
2592,215004.14
2593,247312.64
2594,173299.0
2595,201779.97
2596,331801.53
2597,191730.53
2598,280032.44
2599,316292.53
2600,168610.83
2601,150021.67
2602,77075.17
2603,96556.0
2604,85184.164
2605,72304.41
2606,146957.08
2607,190035.8
2608,209032.9
2609,163386.39
2610,115124.74
2611,135114.0
2612,155220.22
2613,133337.23
2614,130825.734
2615,151386.52
2616,143394.75
2617,164928.55
2618,187279.44
2619,193447.47
2620,185366.08
2621,177847.05
2622,181533.06
2623,242617.69
2624,280867.5
2625,308960.56
2626,170312.12
2627,168429.97
2628,444791.25
2629,570768.06
2630,362048.34
2631,460511.88
2632,446965.16
2633,330952.84
2634,404831.16
2635,156213.94
2636,182994.9
2637,197047.25
2638,257893.56
2639,182457.19
2640,153977.52
2641,107878.63
2642,192811.02
2643,110438.88
2644,124518.55
2645,102459.67
2646,97074.664
2647,100977.664
2648,142090.53
2649,144109.58
2650,137342.86
2651,146298.1
2652,438127.28
2653,242680.72
2654,261498.69
2655,381561.47
2656,318869.75
2657,335628.2
2658,286765.2
2659,322867.3
2660,353847.75
2661,348608.47
2662,349792.9
2663,270133.28
2664,280717.06
2665,331388.8
2666,302160.12
2667,166563.86
2668,178471.52
2669,177660.45
2670,289247.78
2671,181849.22
2672,180512.81
2673,207121.64
2674,208488.33
2675,170830.81
2676,184144.02
2677,187115.8
2678,266640.97
2679,279515.6
2680,281807.6
2681,425486.1
2682,346204.3
2683,549437.1
2684,321783.9
2685,353765.66
2686,250558.64
2687,341326.38
2688,217069.12
2689,206501.56
2690,489984.78
2691,192970.39
2692,134477.8
2693,189609.36
2694,132162.36
2695,184507.62
2696,180986.77
2697,185590.19
2698,183685.48
2699,179662.0
2700,162354.52
2701,141959.97
2702,114837.82
2703,120382.7
2704,144650.53
2705,124073.625
2706,120104.12
2707,131010.29
2708,136504.27
2709,114606.62
2710,127877.03
2711,270539.06
2712,390199.84
2713,167313.44
2714,151026.8
2715,173091.34
2716,149248.38
2717,179704.3
2718,226913.52
2719,153372.95
2720,161009.98
2721,139737.78
2722,158303.98
2723,142244.61
2724,130822.336
2725,136347.2
2726,150400.89
2727,179254.83
2728,167169.39
2729,151235.28
2730,146071.75
2731,126714.914
2732,123313.695
2733,160811.5
2734,130702.39
2735,139569.81
2736,144149.94
2737,124492.664
2738,128636.8
2739,157212.5
2740,138864.33
2741,149456.8
2742,149138.33
2743,147474.58
2744,155747.27
2745,137005.78
2746,140032.39
2747,152906.89
2748,127127.38
2749,128792.23
2750,136868.03
2751,136920.64
2752,181445.42
2753,146613.4
2754,211211.7
2755,128753.57
2756,98348.27
2757,61789.027
2758,81927.84
2759,153378.27
2760,127062.484
2761,147416.14
2762,143919.53
2763,189005.75
2764,155767.81
2765,270095.97
2766,133448.75
2767,88998.055
2768,127916.43
2769,131281.78
2770,143197.16
2771,113914.81
2772,116453.56
2773,155375.34
2774,137206.84
2775,135677.42
2776,144330.58
2777,143120.78
2778,106204.53
2779,137990.5
2780,94559.07
2781,101946.48
2782,95991.234
2783,111647.89
2784,123648.57
2785,137351.47
2786,77223.72
2787,118179.46
2788,80549.48
2789,176272.33
2790,89365.45
2791,116174.33
2792,45554.26
2793,178321.27
2794,107620.89
2795,119027.09
2796,103179.32
2797,198045.8
2798,122537.28
2799,127341.33
2800,63472.18
2801,107989.25
2802,135699.22
2803,170219.61
2804,141177.06
2805,97232.14
2806,86326.54
2807,155690.81
2808,153781.22
2809,139157.02
2810,138367.98
2811,160138.88
2812,147785.16
2813,158164.8
2814,153928.2
2815,100807.42
2816,240137.48
2817,148395.72
2818,131351.19
2819,159239.69
2820,135694.48
2821,102611.586
2822,188243.47
2823,265230.75
2824,193371.17
2825,156910.81
2826,129080.67
2827,136185.42
2828,239810.36
2829,212249.34
2830,232465.97
2831,180205.75
2832,252896.84
2833,317140.2
2834,212339.53
2835,220622.45
2836,187145.44
2837,154781.83
2838,145116.5
2839,179053.84
2840,197063.28
2841,206435.33
2842,225887.6
2843,147394.16
2844,154323.16
2845,120160.99
2846,216086.44
2847,199329.06
2848,219563.22
2849,209640.31
2850,269225.62
2851,231297.53
2852,224410.47
2853,241276.0
2854,140993.2
2855,205903.08
2856,204365.64
2857,186463.25
2858,197472.61
2859,129892.08
2860,125023.92
2861,126705.84
2862,193516.23
2863,123589.43
2864,255899.78
2865,141213.75
2866,132473.5
2867,96712.234
2868,105723.61
2869,110557.28
2870,139779.33
2871,93545.9
2872,47149.71
2873,103322.1
2874,140728.4
2875,113771.69
2876,159239.27
2877,138916.84
2878,178149.31
2879,135021.86
2880,101077.21
2881,147182.56
2882,171781.64
2883,194068.67
2884,194351.88
2885,200909.12
2886,219528.58
2887,95632.01
2888,130746.0
2889,50651.926
2890,85289.61
2891,136997.2
2892,38979.766
2893,95515.67
2894,44625.184
2895,328005.5
2896,278429.8
2897,215168.72
2898,147084.67
2899,219802.31
2900,158170.28
2901,221769.34
2902,186659.22
2903,354306.06
2904,359429.7
2905,93855.58
2906,206863.08
2907,112830.34
2908,134982.2
2909,138186.33
2910,82166.11
2911,76837.03
2912,142641.84
2913,85404.03
2914,74686.836
2915,79526.766
2916,81395.17
2917,174783.23
2918,119288.82
2919,223093.2
